symbol,expiry_date,snapshot_date,futures_price,prev_price,price_chg_pct,open_interest,oi_change,oi_chg_pct,volume_contracts,buildup_type,buildup_strength,company_name,sector,market_cap_tier,is_nifty50,is_banknifty,is_nifty_next50,has_earnings_this_week,earnings_date,days_to_earnings
ASIANPAINT,2026-06-30,2026-05-27,2680.3,2646.4,1.28,10997000,-47750,-0.43,4008,Neutral,Weak,Asian Paints,Consumer Goods,large,True,False,False,True,2026-05-29,0.0
ASTRAL,2026-06-30,2026-05-27,1603.7,1565.7,2.43,7028650,0,0.0,2273,Neutral,Weak,Astral,Infrastructure,mid,False,False,False,False,,
AUBANK,2026-06-30,2026-05-27,1013.5,1021.0,-0.73,24768000,233000,0.95,1787,Neutral,Weak,AU Small Finance Bank,Banking,mid,False,True,False,False,,
AUROPHARMA,2026-06-30,2026-05-27,1445.7,1474.2,-1.93,17410250,-586300,-3.26,2951,Long Unwinding,Moderate,Aurobindo Pharma,Pharmaceuticals,mid,False,False,False,False,,
AXISBANK,2026-06-30,2026-05-27,1311.9,1307.0,0.37,58093125,98125,0.17,6437,Neutral,Weak,Axis Bank,Banking,large,True,True,False,False,,
BAJAJ-AUTO,2026-06-30,2026-05-27,10512.0,10292.0,2.14,2436150,51750,2.17,4503,Long Buildup,Moderate,Bajaj Auto,Automobile,large,True,False,False,False,,
BAJAJFINSV,2026-06-30,2026-05-27,1823.1,1810.6,0.69,9319250,71750,0.78,1847,Neutral,Weak,Bajaj Finserv,Financial Services,large,True,False,False,False,,
BAJFINANCE,2026-06-30,2026-05-27,931.45,928.1,0.36,71726250,-324750,-0.45,5424,Neutral,Weak,Bajaj Finance,Financial Services,large,True,False,False,False,,
BANDHANBNK,2026-06-30,2026-05-27,207.11,202.22,2.42,102974400,745200,0.73,4544,Neutral,Weak,Bandhan Bank,Banking,mid,False,True,False,False,,
BANKBARODA,2026-06-30,2026-05-27,273.35,272.85,0.18,118316250,2100150,1.81,3290,Neutral,Weak,Bank of Baroda,Banking,mid,False,False,True,False,,
BEL,2026-06-30,2026-05-27,422.75,423.25,-0.12,105763500,939075,0.9,5582,Neutral,Weak,Bharat Electronics,Capital Goods,large,True,False,False,False,,
BHARTIARTL,2026-06-30,2026-05-27,1867.7,1861.7,0.32,58745150,1754175,3.08,10150,Neutral,Weak,Bharti Airtel,Telecom,large,True,False,False,False,,
BHEL,2026-06-30,2026-05-27,426.4,420.35,1.44,120232875,-527625,-0.44,5193,Neutral,Weak,BHEL,Infrastructure,mid,False,False,True,False,,
BIOCON,2026-06-30,2026-05-27,435.95,439.85,-0.89,40025000,412500,1.04,1367,Neutral,Weak,Biocon,Pharmaceuticals,mid,False,False,False,False,,
BOSCHLTD,2026-06-30,2026-05-27,36310.0,36060.0,0.69,342950,1000,0.29,887,Neutral,Weak,Bosch,Automobile,mid,False,False,True,False,,
BPCL,2026-06-30,2026-05-27,309.7,306.3,1.11,46995125,-9875,-0.02,2480,Neutral,Weak,BPCL,Oil & Gas,large,False,False,False,False,,
BRITANNIA,2026-06-30,2026-05-27,5370.5,5363.5,0.13,2439500,-4500,-0.18,1426,Neutral,Weak,Britannia Industries,Consumer Goods,large,False,False,False,False,,
CAMS,2026-06-30,2026-05-27,790.95,775.05,2.05,5571750,15000,0.27,1913,Neutral,Weak,CAMS,Financial Services,mid,False,False,False,False,,
CANBK,2026-06-30,2026-05-27,135.32,134.26,0.79,236601000,1181250,0.5,2992,Neutral,Weak,Canara Bank,Banking,mid,False,False,True,False,,
CHOLAFIN,2026-06-30,2026-05-27,1591.9,1579.8,0.77,15195625,55000,0.36,1306,Neutral,Weak,Cholamandalam Finance,Financial Services,mid,False,False,True,False,,
CIPLA,2026-06-30,2026-05-27,1417.2,1417.0,0.01,13311375,189375,1.44,2403,Neutral,Weak,Cipla,Pharmaceuticals,large,True,False,False,False,,
COALINDIA,2026-06-30,2026-05-27,458.35,456.55,0.39,84915000,28429650,50.33,95037,Neutral,Weak,Coal India,Metals & Mining,large,True,False,False,False,,
COFORGE,2026-06-30,2026-05-27,1398.8,1424.1,-1.78,14917875,-100500,-0.67,6158,Neutral,Weak,Coforge,Information Technology,mid,False,False,False,False,,
COLPAL,2026-06-30,2026-05-27,2077.8,2072.2,0.27,4767525,-900,-0.02,2689,Neutral,Weak,Colgate Palmolive,Consumer Goods,mid,False,False,True,False,,
CONCOR,2026-06-30,2026-05-27,473.8,479.0,-1.09,23465000,-338750,-1.42,3027,Neutral,Weak,Container Corporation,Infrastructure,mid,False,False,False,False,,
CROMPTON,2026-06-30,2026-05-27,290.75,290.55,0.07,52972200,0,0.0,955,Neutral,Weak,Crompton Greaves Consumer,Consumer Goods,mid,False,False,False,False,,
CUMMINSIND,2026-06-30,2026-05-27,6062.0,5462.0,10.98,3439200,93600,2.8,14697,Long Buildup,Moderate,Cummins India,Infrastructure,mid,False,False,False,False,,
DABUR,2026-06-30,2026-05-27,447.7,450.55,-0.63,21112500,697500,3.42,2460,Neutral,Weak,Dabur India,Consumer Goods,mid,False,False,True,False,,
DALBHARAT,2026-06-30,2026-05-27,1799.4,1794.3,0.28,3514550,15275,0.44,1156,Neutral,Weak,Dalmia Bharat,Cement,mid,False,False,False,False,,
DELHIVERY,2026-06-30,2026-05-27,463.3,467.25,-0.85,28794775,-151475,-0.52,781,Neutral,Weak,Delhivery,Infrastructure,mid,False,False,False,False,,
DIVISLAB,2026-06-30,2026-05-27,6851.0,6800.5,0.74,2209400,15500,0.71,2687,Neutral,Weak,Divis Laboratories,Pharmaceuticals,large,False,False,False,False,,
DLF,2026-06-30,2026-05-27,598.5,593.05,0.92,41341575,725175,1.79,3757,Neutral,Weak,DLF,Real Estate,large,False,False,False,False,,
DRREDDY,2026-06-30,2026-05-27,1323.7,1326.5,-0.21,17196875,-250000,-1.43,2080,Neutral,Weak,Dr Reddys Laboratories,Pharmaceuticals,large,True,False,False,False,,
EICHERMOT,2026-06-30,2026-05-27,7480.5,7412.0,0.92,3129500,-1400,-0.04,3362,Neutral,Weak,Eicher Motors,Automobile,large,True,False,False,False,,
ETERNAL,2026-06-30,2026-05-27,258.52,252.4,2.42,196378925,7010675,3.7,13900,Long Buildup,Moderate,Eternal,Consumer Services,large,True,False,False,False,,
EXIDEIND,2026-06-30,2026-05-27,397.55,368.15,7.99,26271000,5475600,26.33,11947,Long Buildup,Strong,Exide Industries,Automobile,mid,False,False,False,False,,
FEDERALBNK,2026-06-30,2026-05-27,290.45,291.55,-0.38,81145000,2090000,2.64,4238,Neutral,Weak,Federal Bank,Banking,mid,False,True,False,False,,
FORTIS,2026-06-30,2026-05-27,968.85,974.2,-0.55,9164375,-22475,-0.24,977,Neutral,Weak,Fortis Healthcare,Healthcare,mid,False,False,False,False,,
GAIL,2026-06-30,2026-05-27,170.14,168.94,0.71,75858300,132300,0.17,1631,Neutral,Weak,GAIL,Oil & Gas,large,False,False,True,False,,
GODREJCP,2026-06-30,2026-05-27,1051.2,1037.2,1.35,11277500,326500,2.98,2828,Long Buildup,Moderate,Godrej Consumer Products,Consumer Goods,mid,False,False,True,False,,
GODREJPROP,2026-06-30,2026-05-27,1803.8,1771.7,1.81,7704400,-58850,-0.76,3380,Neutral,Weak,Godrej Properties,Real Estate,mid,False,False,False,False,,
GRASIM,2026-06-30,2026-05-27,3195.0,3187.3,0.24,14343000,-218500,-1.5,2606,Neutral,Weak,Grasim Industries,Diversified,large,True,False,False,False,,
HAL,2026-06-30,2026-05-27,4443.7,4460.4,-0.37,6395400,-2700,-0.04,2878,Neutral,Weak,Hindustan Aeronautics,Defence,large,False,False,False,False,,
HAVELLS,2026-06-30,2026-05-27,1221.6,1211.0,0.88,9778000,303500,3.2,3039,Long Buildup,Moderate,Havells India,Consumer Goods,large,False,False,True,False,,
HCLTECH,2026-06-30,2026-05-27,1156.6,1161.3,-0.4,39122650,327250,0.84,4322,Neutral,Weak,HCL Technologies,Information Technology,large,True,False,False,False,,
HDFCAMC,2026-06-30,2026-05-27,2736.8,2755.1,-0.66,6630600,-36000,-0.54,2015,Neutral,Weak,HDFC AMC,Financial Services,large,False,False,True,False,,
HDFCBANK,2026-06-30,2026-05-27,752.65,771.85,-2.49,334676650,13840750,4.31,70192,Short Buildup,Moderate,HDFC Bank,Banking,large,True,True,False,False,,
HDFCLIFE,2026-06-30,2026-05-27,612.6,620.25,-1.23,49854200,567600,1.15,2455,Neutral,Weak,HDFC Life,Financial Services,large,True,False,False,False,,
HEROMOTOCO,2026-06-30,2026-05-27,5112.0,5014.0,1.95,3730050,-93600,-2.45,4540,Short Covering,Moderate,Hero MotoCorp,Automobile,large,False,False,False,False,,
HINDALCO,2026-06-30,2026-05-27,1158.2,1114.0,3.97,31273900,248500,0.8,12784,Neutral,Weak,Hindalco Industries,Metals & Mining,large,True,False,False,False,,
HINDUNILVR,2026-06-30,2026-05-27,2190.0,2195.1,-0.23,15337200,-24900,-0.16,2829,Neutral,Weak,Hindustan Unilever,Consumer Goods,large,True,False,False,False,,
ICICIBANK,2026-06-30,2026-05-27,1283.0,1290.2,-0.56,154970200,2471000,1.62,15420,Neutral,Weak,ICICI Bank,Banking,large,True,True,False,False,,
ICICIGI,2026-06-30,2026-05-27,1854.7,1866.6,-0.64,4373200,-12025,-0.27,682,Neutral,Weak,ICICI Lombard,Financial Services,large,False,False,True,False,,
ICICIPRULI,2026-06-30,2026-05-27,525.6,524.1,0.29,16191200,531875,3.4,2422,Neutral,Weak,ICICI Prudential Life,Financial Services,large,False,False,False,False,,
IDFCFIRSTB,2026-06-30,2026-05-27,72.13,70.65,2.09,404232325,7132475,1.8,4263,Neutral,Weak,IDFC First Bank,Banking,mid,False,True,False,False,,
IEX,2026-06-30,2026-05-27,127.63,128.47,-0.65,68246250,1166250,1.74,1499,Neutral,Weak,Indian Energy Exchange,Financial Services,mid,False,False,True,False,,
INDHOTEL,2026-06-30,2026-05-27,668.05,659.3,1.33,20975000,-102000,-0.48,1933,Neutral,Weak,Indian Hotels,Consumer Goods,mid,False,False,True,False,,
INDIANB,2026-06-30,2026-05-27,833.6,838.05,-0.53,11360000,252000,2.27,1823,Neutral,Weak,Indian Bank,Banking,mid,False,False,False,False,,
INDIGO,2026-06-30,2026-05-27,4593.7,4507.3,1.92,7264200,-137850,-1.86,9308,Neutral,Weak,IndiGo,Consumer Goods,large,True,False,False,True,2026-05-29,0.0
INDUSINDBK,2026-06-30,2026-05-27,937.2,937.35,-0.02,31983000,-137900,-0.43,4319,Neutral,Weak,IndusInd Bank,Banking,large,False,True,False,False,,
INDUSTOWER,2026-06-30,2026-05-27,440.0,437.05,0.67,91456600,2405500,2.7,4739,Neutral,Weak,Indus Towers,Telecom,large,False,False,True,False,,
INFY,2026-06-30,2026-05-27,1153.6,1166.0,-1.06,93185200,2322400,2.56,14435,Short Buildup,Moderate,Infosys,Information Technology,large,True,False,False,False,,
IOC,2026-06-30,2026-05-27,145.14,143.44,1.19,99971625,1330875,1.35,2554,Neutral,Weak,Indian Oil Corporation,Oil & Gas,large,False,False,True,False,,
IREDA,2026-06-30,2026-05-27,129.93,127.33,2.04,42907650,-1090200,-2.48,1700,Short Covering,Moderate,IREDA,Financial Services,mid,False,False,False,True,2026-05-29,0.0
IRFC,2026-06-30,2026-05-27,99.27,98.64,0.64,51964750,595000,1.16,1058,Neutral,Weak,IRFC,Financial Services,large,False,False,True,False,,
ITC,2026-06-30,2026-05-27,293.6,303.15,-3.15,159265600,49600,0.03,14266,Neutral,Weak,ITC,Consumer Goods,large,True,False,False,False,,
JINDALSTEL,2026-06-30,2026-05-27,1230.2,1232.0,-0.15,12190000,86875,0.72,4832,Neutral,Weak,Jindal Steel & Power,Metals & Mining,mid,False,False,False,False,,
JIOFIN,2026-06-30,2026-05-27,245.01,242.09,1.21,166972200,-63450,-0.04,5005,Neutral,Weak,Jio Financial Services,Financial Services,large,True,False,False,False,,
JSWENERGY,2026-06-30,2026-05-27,605.25,578.5,4.62,23832000,1942000,8.87,9322,Long Buildup,Moderate,JSW Energy,Power,mid,False,False,False,False,,
JSWSTEEL,2026-06-30,2026-05-27,1317.5,1301.2,1.25,42039000,-162675,-0.39,4439,Neutral,Weak,JSW Steel,Metals & Mining,large,True,False,False,False,,
JUBLFOOD,2026-06-30,2026-05-27,429.75,430.55,-0.19,32105000,262500,0.82,2744,Neutral,Weak,Jubilant Foodworks,Consumer Goods,mid,False,False,False,False,,
KOTAKBANK,2026-06-30,2026-05-27,391.0,390.9,0.03,175646000,1096000,0.63,4032,Neutral,Weak,Kotak Mahindra Bank,Banking,large,True,True,False,False,,
KPITTECH,2026-06-30,2026-05-27,757.1,764.85,-1.01,7631725,-190825,-2.44,3051,Long Unwinding,Moderate,KPIT Technologies,Information Technology,mid,False,False,False,False,,
LAURUSLABS,2026-06-30,2026-05-27,1389.5,1381.0,0.62,17669800,-130900,-0.74,2232,Neutral,Weak,Laurus Labs,Pharmaceuticals,mid,False,False,False,False,,
LICHSGFIN,2026-06-30,2026-05-27,560.25,548.45,2.15,29774000,835000,2.89,3811,Long Buildup,Moderate,LIC Housing Finance,Financial Services,mid,False,False,False,False,,
LICI,2026-06-30,2026-05-27,832.9,861.25,-3.29,10047800,196700,2.0,8810,Short Buildup,Moderate,LIC of India,Financial Services,large,False,False,True,False,,
LT,2026-06-30,2026-05-27,4077.1,4057.7,0.48,13525575,-180600,-1.32,8280,Neutral,Weak,Larsen & Toubro,Infrastructure,large,True,False,False,False,,
LUPIN,2026-06-30,2026-05-27,2288.2,2279.3,0.39,6777475,89675,1.34,1918,Neutral,Weak,Lupin,Pharmaceuticals,large,False,False,True,False,,
M&M,2026-06-30,2026-05-27,3146.0,3127.8,0.58,16101400,113000,0.71,5902,Neutral,Weak,Mahindra & Mahindra,Automobile,large,True,False,False,False,,
MANAPPURAM,2026-06-30,2026-05-27,330.6,332.65,-0.62,47043000,-315000,-0.67,1526,Neutral,Weak,Manappuram Finance,Financial Services,mid,False,False,False,False,,
MARICO,2026-06-30,2026-05-27,838.55,834.35,0.5,17114400,-435600,-2.48,1531,Neutral,Weak,Marico,Consumer Goods,large,False,False,True,False,,
MARUTI,2026-06-30,2026-05-27,13481.0,13279.0,1.52,2923750,75300,2.64,6557,Long Buildup,Moderate,Maruti Suzuki,Automobile,large,True,False,False,False,,
MAXHEALTH,2026-06-30,2026-05-27,1000.45,1000.0,0.05,13648950,63000,0.46,2615,Neutral,Weak,Max Healthcare,Healthcare,mid,True,False,True,False,,
MCX,2026-06-30,2026-05-27,3176.2,3321.6,-4.38,10881875,610625,5.94,6006,Short Buildup,Moderate,MCX,Financial Services,mid,False,False,False,False,,
MFSL,2026-06-30,2026-05-27,1692.9,1739.0,-2.65,9717200,10400,0.11,1920,Neutral,Weak,Max Financial Services,Financial Services,mid,False,False,False,False,,
MOTHERSON,2026-06-30,2026-05-27,142.79,136.74,4.42,147809100,1205400,0.82,7635,Neutral,Weak,Samvardhana Motherson,Automobile,mid,False,False,False,False,,
MPHASIS,2026-06-30,2026-05-27,2244.2,2287.4,-1.89,4197600,-23100,-0.55,1366,Neutral,Weak,Mphasis,Information Technology,mid,False,False,False,False,,
MUTHOOTFIN,2026-06-30,2026-05-27,3328.8,3336.8,-0.24,3667950,-8800,-0.24,1247,Neutral,Weak,Muthoot Finance,Financial Services,mid,False,False,True,False,,
NATIONALUM,2026-06-30,2026-05-27,436.5,418.45,4.31,44630625,3639375,8.88,10393,Long Buildup,Moderate,National Aluminium,Metals & Mining,mid,False,False,False,False,,
NAUKRI,2026-06-30,2026-05-27,1012.15,988.75,2.37,14275125,-590625,-3.97,5596,Short Covering,Moderate,Info Edge,Information Technology,large,False,False,True,False,,
NBCC,2026-06-30,2026-05-27,100.09,96.5,3.72,99846500,5180500,5.47,4374,Long Buildup,Moderate,NBCC,Infrastructure,mid,False,False,False,False,,
NESTLEIND,2026-06-30,2026-05-27,1436.9,1437.0,-0.01,13181000,-44500,-0.34,1755,Neutral,Weak,Nestle India,Consumer Goods,large,True,False,False,False,,
NHPC,2026-06-30,2026-05-27,79.96,78.32,2.09,120825600,3308800,2.82,3395,Long Buildup,Moderate,NHPC,Power,mid,False,False,False,False,,
NMDC,2026-06-30,2026-05-27,93.0,91.36,1.8,346727250,1059750,0.31,4864,Neutral,Weak,NMDC,Metals & Mining,mid,False,False,False,True,2026-05-29,0.0
NTPC,2026-06-30,2026-05-27,400.45,392.65,1.99,120442500,-540000,-0.45,7863,Neutral,Weak,NTPC,Power,large,True,False,False,False,,
NYKAA,2026-06-30,2026-05-27,265.25,268.15,-1.08,50096875,-600000,-1.18,1977,Neutral,Weak,FSN E-Commerce,Consumer Goods,mid,False,False,True,False,,
OBEROIRLTY,2026-06-30,2026-05-27,1703.1,1685.7,1.03,6207250,11200,0.18,1166,Neutral,Weak,Oberoi Realty,Real Estate,mid,False,False,False,False,,
OFSS,2026-06-30,2026-05-27,10207.0,9783.0,4.33,1149075,100050,9.54,5486,Long Buildup,Moderate,Oracle Financial Services,Information Technology,large,False,False,True,False,,
ONGC,2026-06-30,2026-05-27,275.4,289.85,-4.99,87567750,-1190250,-1.34,10253,Neutral,Weak,ONGC,Oil & Gas,large,True,False,False,False,,
PAGEIND,2026-06-30,2026-05-27,38210.0,38375.0,-0.43,282060,4785,1.73,1654,Neutral,Weak,Page Industries,Consumer Goods,mid,False,False,True,False,,
PAYTM,2026-06-30,2026-05-27,1137.8,1141.3,-0.31,16300900,398750,2.51,4752,Neutral,Weak,One97 Communications,Financial Services,mid,False,False,True,False,,
PERSISTENT,2026-06-30,2026-05-27,5085.2,5111.8,-0.52,3336900,-16800,-0.5,2688,Neutral,Weak,Persistent Systems,Information Technology,mid,False,False,False,False,,
PETRONET,2026-06-30,2026-05-27,281.05,281.85,-0.28,27014200,279300,1.04,1292,Neutral,Weak,Petronet LNG,Oil & Gas,mid,False,False,False,False,,
PFC,2026-06-30,2026-05-27,434.7,434.5,0.05,52829400,-273000,-0.51,2837,Neutral,Weak,Power Finance Corporation,Financial Services,large,False,False,True,False,,
PIDILITIND,2026-06-30,2026-05-27,1493.5,1485.6,0.53,6593000,-19000,-0.29,931,Neutral,Weak,Pidilite Industries,Chemicals,large,False,False,True,False,,
PIIND,2026-06-30,2026-05-27,2829.1,2807.2,0.78,3602900,15050,0.42,1760,Neutral,Weak,PI Industries,Chemicals,mid,False,False,False,False,,
PNB,2026-06-30,2026-05-27,107.52,106.79,0.68,290920000,-792000,-0.27,2353,Neutral,Weak,Punjab National Bank,Banking,mid,False,True,True,False,,
POLYCAB,2026-06-30,2026-05-27,9670.5,9617.5,0.55,1776375,-750,-0.04,2883,Neutral,Weak,Polycab India,Consumer Goods,large,False,False,False,False,,
POWERGRID,2026-06-30,2026-05-27,302.05,294.7,2.49,76140600,649800,0.86,4261,Neutral,Weak,Power Grid,Power,large,True,False,False,False,,
RBLBANK,2026-06-30,2026-05-27,351.35,347.15,1.21,65449450,-238125,-0.36,3132,Neutral,Weak,RBL Bank,Banking,mid,False,True,False,False,,
RECLTD,2026-06-30,2026-05-27,342.35,340.1,0.66,63364000,516600,0.82,3114,Neutral,Weak,REC,Financial Services,large,False,False,True,False,,
RELIANCE,2026-06-30,2026-05-27,1362.3,1363.9,-0.12,107110500,268000,0.25,11637,Neutral,Weak,Reliance Industries,Oil & Gas,large,True,False,False,False,,
SAIL,2026-06-30,2026-05-27,207.92,205.65,1.1,174384100,4023200,2.36,5501,Long Buildup,Moderate,Steel Authority of India,Metals & Mining,mid,False,False,True,False,,
SBICARD,2026-06-30,2026-05-27,612.75,620.4,-1.23,25556800,916800,3.72,2745,Short Buildup,Moderate,SBI Cards,Financial Services,large,False,False,False,False,,
SBILIFE,2026-06-30,2026-05-27,1878.8,1892.0,-0.7,7896375,-45375,-0.57,1080,Neutral,Weak,SBI Life Insurance,Financial Services,large,True,False,False,False,,
SBIN,2026-06-30,2026-05-27,975.4,974.2,0.12,93663750,591000,0.63,9706,Neutral,Weak,State Bank of India,Banking,large,True,True,False,False,,
SHREECEM,2026-06-30,2026-05-27,25395.0,24905.0,1.97,392475,-3850,-0.97,1004,Neutral,Weak,Shree Cement,Cement,large,False,False,False,False,,
SHRIRAMFIN,2026-06-30,2026-05-27,970.3,959.25,1.15,39528225,920700,2.38,5994,Long Buildup,Moderate,Shriram Finance,Financial Services,large,True,False,False,False,,
SIEMENS,2026-06-30,2026-05-27,3888.2,3680.8,5.63,2808575,-151200,-5.11,13223,Short Covering,Moderate,Siemens,Infrastructure,large,False,False,True,False,,
SONACOMS,2026-06-30,2026-05-27,620.8,609.25,1.9,15600375,720300,4.84,2789,Long Buildup,Moderate,Sona BLW Precision,Automobile,mid,False,False,False,False,,
SRF,2026-06-30,2026-05-27,2751.0,2762.1,-0.4,3372200,-14000,-0.41,1787,Neutral,Weak,SRF,Chemicals,mid,False,False,False,False,,
SUNPHARMA,2026-06-30,2026-05-27,1859.6,1855.0,0.25,22992200,151550,0.66,4858,Neutral,Weak,Sun Pharmaceutical,Pharmaceuticals,large,True,False,False,False,,
TATACONSUM,2026-06-30,2026-05-27,1212.4,1197.7,1.23,14551350,-29150,-0.2,2193,Neutral,Weak,Tata Consumer Products,Consumer Goods,large,True,False,True,False,,
TATAELXSI,2026-06-30,2026-05-27,4279.9,4247.2,0.77,1792500,-35200,-1.93,1505,Neutral,Weak,Tata Elxsi,Information Technology,mid,False,False,True,False,,
TATASTEEL,2026-06-30,2026-05-27,212.52,208.1,2.12,160294750,2692250,1.71,14784,Neutral,Weak,Tata Steel,Metals & Mining,large,True,False,False,False,,
TCS,2026-06-30,2026-05-27,2280.6,2287.5,-0.3,39600400,429100,1.1,11554,Neutral,Weak,Tata Consultancy Services,Information Technology,large,True,False,False,False,,
TECHM,2026-06-30,2026-05-27,1449.6,1452.3,-0.19,18818400,641400,3.53,3528,Neutral,Weak,Tech Mahindra,Information Technology,large,True,False,False,False,,
TIINDIA,2026-06-30,2026-05-27,3239.3,3053.8,6.07,2336200,106000,4.75,2688,Long Buildup,Moderate,Tube Investments,Automobile,mid,False,False,False,False,,
TITAN,2026-06-30,2026-05-27,4169.8,4133.4,0.88,7018200,-21000,-0.3,2473,Neutral,Weak,Titan Company,Consumer Goods,large,True,False,False,False,,
TMPV,2026-06-30,2026-05-27,402.55,385.35,4.46,64423200,-264800,-0.41,24512,Neutral,Weak,Tata Motors Passenger Vehicles,Automobile and Auto Components,large,True,False,False,False,,
TORNTPHARM,2026-06-30,2026-05-27,4505.9,4459.7,1.04,3243500,16500,0.51,2011,Neutral,Weak,Torrent Pharmaceuticals,Pharmaceuticals,mid,False,False,False,False,,
TRENT,2026-06-30,2026-05-27,4250.9,4228.4,0.53,6098700,7100,0.12,4940,Neutral,Weak,Trent,Consumer Services,large,True,False,False,False,,
TVSMOTOR,2026-06-30,2026-05-27,3414.0,3470.1,-1.62,9777775,678825,7.46,8851,Short Buildup,Moderate,TVS Motor Company,Automobile,large,False,False,True,False,,
ULTRACEMCO,2026-06-30,2026-05-27,11761.0,11700.0,0.52,2486500,26600,1.08,3838,Neutral,Weak,UltraTech Cement,Cement,large,True,False,False,False,,
UNIONBANK,2026-06-30,2026-05-27,170.15,168.99,0.69,122541525,1438125,1.19,2241,Neutral,Weak,Union Bank of India,Banking,mid,False,False,False,False,,
UNOMINDA,2026-06-30,2026-05-27,1138.2,1121.0,1.53,4364800,-3300,-0.08,1099,Neutral,Weak,Uno Minda,Automobile,mid,False,False,False,False,,
UPL,2026-06-30,2026-05-27,661.0,659.45,0.24,25754485,94850,0.37,629,Neutral,Weak,UPL,Chemicals,large,False,False,True,False,,
VBL,2026-06-30,2026-05-27,537.3,535.35,0.36,45536625,-696375,-1.51,3253,Neutral,Weak,Varun Beverages,Consumer Goods,large,False,False,True,False,,
VEDL,2026-06-30,2026-05-27,353.4,347.1,1.82,41506950,2480550,6.36,11293,Long Buildup,Moderate,Vedanta,Metals & Mining,large,False,False,True,False,,
VOLTAS,2026-06-30,2026-05-27,1262.9,1261.8,0.09,9766875,21000,0.22,2541,Neutral,Weak,Voltas,Consumer Goods,mid,False,False,False,False,,
WIPRO,2026-06-30,2026-05-27,181.54,181.41,0.07,250665000,6033000,2.47,12748,Neutral,Weak,Wipro,Information Technology,large,True,False,False,False,,
YESBANK,2026-06-30,2026-05-27,22.96,23.01,-0.22,1148834000,29607200,2.65,3195,Neutral,Weak,Yes Bank,Banking,mid,False,False,False,False,,
ZYDUSLIFE,2026-06-30,2026-05-27,1091.35,1084.55,0.63,10258200,-297900,-2.82,1945,Neutral,Weak,Zydus Lifesciences,Pharmaceuticals,large,False,False,False,False,,
ABCAPITAL,2026-05-26,2026-05-26,363.05,364.35,-0.36,939300,-6643300,-87.61,2878,Neutral,Weak,Aditya Birla Capital,Financial Services,mid,False,False,False,False,,
ADANIENT,2026-05-26,2026-05-26,2969.3,2848.3,4.25,1815066,-2256318,-55.42,13135,Short Covering,Strong,Adani Enterprises,Diversified,large,True,False,False,False,,
ADANIPORTS,2026-05-26,2026-05-26,1811.2,1804.8,0.35,3183450,-1612150,-33.62,5929,Neutral,Weak,Adani Ports,Infrastructure,large,True,False,False,False,,
ALKEM,2026-05-26,2026-05-26,5380.0,5422.0,-0.77,24500,-63750,-72.24,1139,Long Unwinding,Moderate,Alkem Laboratories,Pharmaceuticals,mid,False,False,False,True,2026-05-28,1.0
AMBUJACEM,2026-05-26,2026-05-26,449.7,443.15,1.48,5070450,-5722500,-53.02,11327,Short Covering,Moderate,Ambuja Cements,Cement,mid,False,False,True,False,,
APOLLOHOSP,2026-05-26,2026-05-26,8258.5,8398.5,-1.67,304500,-69375,-18.56,1755,Long Unwinding,Moderate,Apollo Hospitals,Healthcare,large,True,False,False,False,,
ASHOKLEY,2026-05-26,2026-05-26,160.54,164.17,-2.21,16820000,-21465000,-56.07,6779,Long Unwinding,Strong,Ashok Leyland,Automobile,mid,False,False,False,True,2026-05-28,1.0
ASIANPAINT,2026-05-26,2026-05-26,2647.0,2657.8,-0.41,2528750,-785250,-23.69,7116,Neutral,Weak,Asian Paints,Consumer Goods,large,True,False,False,True,2026-05-29,2.0
ASTRAL,2026-05-26,2026-05-26,1578.5,1559.2,1.24,1181925,-640475,-35.14,4692,Short Covering,Moderate,Astral,Infrastructure,mid,False,False,False,False,,
AUBANK,2026-05-26,2026-05-26,1011.8,1000.9,1.09,1105000,-2163000,-66.19,3454,Short Covering,Moderate,AU Small Finance Bank,Banking,mid,False,True,False,False,,
AUROPHARMA,2026-05-26,2026-05-26,1461.2,1460.6,0.04,1676950,-754600,-31.03,2361,Neutral,Weak,Aurobindo Pharma,Pharmaceuticals,mid,False,False,False,False,,
AXISBANK,2026-05-26,2026-05-26,1299.3,1308.8,-0.73,6693125,-1834375,-21.51,11556,Neutral,Weak,Axis Bank,Banking,large,True,True,False,False,,
BAJAJ-AUTO,2026-05-26,2026-05-26,10593.0,10461.0,1.26,469950,-279075,-37.26,7659,Short Covering,Moderate,Bajaj Auto,Automobile,large,True,False,False,False,,
BAJAJFINSV,2026-05-26,2026-05-26,1800.7,1806.2,-0.3,1613750,-100000,-5.84,5640,Neutral,Weak,Bajaj Finserv,Financial Services,large,True,False,False,False,,
BAJFINANCE,2026-05-26,2026-05-26,930.2,944.25,-1.49,1193250,-1399500,-53.98,4435,Long Unwinding,Moderate,Bajaj Finance,Financial Services,large,True,False,False,False,,
BANDHANBNK,2026-05-26,2026-05-26,200.4,197.52,1.46,3412800,-7513200,-68.76,4900,Short Covering,Moderate,Bandhan Bank,Banking,mid,False,True,False,False,,
BANKBARODA,2026-05-26,2026-05-26,270.55,272.85,-0.84,14332500,-11018475,-43.46,5453,Long Unwinding,Moderate,Bank of Baroda,Banking,mid,False,False,True,False,,
